log_L,v_inner,log_rho_0,density_exp,T_e_ratio,v_core,v_wall,X_Fe_core,X_Si_wall,v_break,density_exp_outer,X_O_core,X_O_wall,X_O_outer,rms,score,si_depth,si_velocity,si_wave_min,runtime,converged
43.10872974968343,8536.82924843265,-13.040562169627558,-9.065948817249323,0.9058387930008348,15498.59948757344,17638.15433980475,0.2498496648152309,0.4896270979472727,15268.133361086837,-7.512809981328318,0.450150335184769,0.21037290205272727,0.7699999999999999,0.09143857312730695,0.09143857312730695,0.5895387890144893,22140.047206923682,5886.0,4.9591615200042725,1
43.011140879294764,8690.844244326732,-13.071282031710615,-9.237739918678999,0.9348567510430836,13962.344684196562,17731.6924617372,0.2127239430139326,0.4791270306626101,16891.675776061013,-10.587630010946555,0.48727605698606724,0.2208729693373899,0.7699999999999999,0.09253204906299116,0.0939752608080573,0.49518929418311286,21195.90873328088,5906.0,5.0315093994140625,1
42.99364202784598,8274.939500931572,-13.484615969754769,-6.1443862766869835,0.8068700875802192,10640.344937781965,16666.608558624164,0.5561286752118447,0.5286524520617537,15250.740545905594,-10.670043172029704,0.1438713247881552,0.17134754793824628,0.7699999999999999,0.09422987573978626,0.09422987573978626,0.6143107557676686,9677.41935483871,6150.0,4.9590771198272705,1
43.139666417559404,9436.331997912504,-13.161045957149254,-7.505811290374627,0.7354573353293895,13417.874878968132,19765.99765911736,0.4676791926212341,0.2828791592719486,13402.75309661265,-11.768168199807787,0.23232080737876584,0.41712084072805133,0.7699999999999999,0.10092926087027548,0.10092926087027548,0.5688957553486358,24405.979543666403,5838.0,5.199882507324219,1
43.139387894689726,8010.509544287632,-13.229120869859914,-8.19709569552085,0.7556407117360115,15113.34813283081,21725.351457023753,0.5270364227027662,0.3239944483515751,12196.287894933464,-9.992441584631212,0.17296357729723374,0.37600555164842486,0.7699999999999999,0.10574091519939233,0.10574091519939233,0.580051594922709,26671.911880409127,5790.0,4.790472507476807,1
42.99768992710697,8693.538015794045,-13.265381205273243,-8.164342021416552,0.7783894603072492,12764.567597750745,19224.50867455791,0.5056339301695955,0.3007282811236721,12823.512376379198,-7.425036296810397,0.19436606983040447,0.39927171887632784,0.7699999999999999,0.10049305576705692,0.10985546452529722,0.46879197080586565,11565.696302124312,6110.0,5.200261354446411,1
43.05903782113979,8285.785454879497,-13.164815885774757,-8.027455275682858,0.7811660863879009,13846.718369967819,18090.537972574275,0.3314872627500077,0.31655364601625485,15103.608530973785,-11.737872054738489,0.36851273724999223,0.38344635398374505,0.7699999999999999,0.0896110551131033,0.11813353512593962,0.40492506662387895,11093.627065302911,6120.0,4.987939357757568,1
42.940023294746254,8667.479175459257,-13.346148767779448,-9.139899578742769,0.9430874023634064,14229.240807832713,18242.760140886814,0.4246207001765425,0.5342471451621752,18503.24278156609,-6.950134274626328,0.27537929982345744,0.1657528548378248,0.7699999999999999,0.09751754866778384,0.11814498856231931,0.4312418670182151,9205.35011801731,6160.0,4.774829149246216,1
43.062878406169006,8950.304433040656,-13.450700801297911,-7.307161697366695,0.7607456035733637,14195.624854083628,16853.542397243367,0.4696123646198793,0.2567424665508559,16540.402292385534,-12.515806482944742,0.2303876353801206,0.4432575334491441,0.7699999999999999,0.09333329627319477,0.12494915466568152,0.39461380535837753,13831.628638867034,6062.0,4.8302435874938965,1
43.03103121437196,8140.770806009118,-13.33081586854836,-8.06518983771188,0.9419143110451849,11617.770600062102,19088.650772391902,0.583582658505563,0.5622850501582033,15170.23756327523,-6.828937119453724,0.11641734149443692,0.1377149498417967,0.7699999999999999,0.08908549979572765,0.12575606962283908,0.37776476724296193,11093.627065302911,6120.0,4.868948936462402,1
42.94534849480858,9367.453581205777,-13.48753543996598,-8.760221043685679,0.7937163436606112,11069.241138882793,14161.155771972819,0.29446856519911496,0.5330497767837861,17036.68333178077,-6.5145308848156604,0.40553143480088494,0.16695022321621392,0.7699999999999999,0.12730795310125406,0.12730795310125406,0.6277750097719144,11093.627065302911,6120.0,4.5773632526397705,1
43.09029999605712,9385.651561706969,-13.228253019624391,-9.745963296344945,0.96062373274106,13494.57840953307,16384.978335069547,0.24164991886961934,0.5617047515812298,17989.90015639249,-8.67057078307982,0.45835008113038056,0.1382952484187702,0.7699999999999999,0.09100370151172167,0.12737201736406867,0.3787722804921767,11471.282454760032,6112.0,4.633000373840332,1
43.12478450167819,9069.43357818823,-13.446071876961655,-9.675196303542288,0.9411318597073273,15995.786834002567,19015.387338906454,0.37944174705112876,0.2239075269002159,15235.325075281437,-13.204867410764246,0.3205582529488712,0.476092473099784,0.7699999999999999,0.10453238918107344,0.1323086247274035,0.4074125481788997,5051.140833988985,6248.0,4.250198125839233,1
43.065300617796666,10184.260037688871,-13.333018493250432,-9.723610599386854,0.8387890958448193,14888.65209110915,19837.455948754512,0.4451604605763502,0.4973513359588001,15489.97216756974,-9.367871121678577,0.2548395394236497,0.20264866404119988,0.7699999999999999,0.1072503088540683,0.13268448337323377,0.4152194182694484,10149.48859166011,6140.0,4.778529405593872,1
42.84516444007611,8108.353251012539,-13.405931922052602,-8.251327492550853,0.7436048974472153,13027.183204322955,17908.72249346537,0.6439097956491495,0.6277707703029725,17284.4849265389,-9.907729036656912,0.056090204350850395,0.07222922969702751,0.7699999999999999,0.1090708103965826,0.13507131974326958,0.41333163551104346,15247.836349331235,6032.0,4.963844299316406,1
43.049903545290476,9140.547444334381,-13.456822171878017,-6.57188974635402,0.7373760933838992,14623.476965959577,20674.729457611316,0.459416433353062,0.36831540660500894,18133.84857821444,-7.142798937214179,0.24058356664693795,0.331684593394991,0.7699999999999999,0.1027170494153183,0.13574120734577844,0.3899194735651329,17513.768686073956,5984.0,5.374852418899536,1
43.14180299654316,9498.234481760346,-13.359851682199153,-8.682975094309942,0.8433256766058861,15247.03359467907,18000.289719501117,0.2332352370291786,0.21994280135657202,13819.127564982788,-7.257829779124569,0.46676476297082137,0.4800571986434279,0.7699999999999999,0.08367857336427771,0.1379170186492047,0.31920518238357676,5051.140833988985,6248.0,4.643270969390869,1
42.88248028444916,8046.194607092563,-13.203640327041642,-8.09049667228958,0.7093467432480011,13727.39906928198,19013.241456026833,0.24248028306419536,0.35852078145472654,18982.444255963183,-9.342663454043372,0.4575197169358046,0.3414792185452734,0.7699999999999999,0.11119393249172291,0.1381083713319836,0.4102852038657977,8261.211644374509,6180.0,5.157110691070557,1
42.91012323446426,9216.755081383784,-13.376940785789571,-9.972110001372414,0.9834082080313105,14261.378897480205,17871.746904970256,0.5042205675181726,0.6475279668827172,14491.025402043335,-9.135127544621874,0.19577943248182736,0.05247203311728278,0.7699999999999999,0.12476648407295607,0.15088231225233484,0.4129472394020708,10149.48859166011,6140.0,4.81359338760376,1
43.111745435905746,9237.81848111517,-13.411623712147643,-9.184711259049337,0.842796500473382,14987.886139964794,16542.55449613885,0.6009176379798096,0.6081238704398467,19734.192076765503,-11.868301291807738,0.09908236202019036,0.09187612956015324,0.7699999999999999,0.10860634201098787,0.1564337417045163,0.3405753343549053,5051.140833988985,6248.0,4.550338983535767,1
